# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
jps.library.entities.serializer.save.entities.ms,1767551228158000000,1767551288153000000,0
jps.global.initialize.library.bridges.after.loading.ms,1767551228158000000,1767551288153000000,0
workspaceModel.delayed.project.synchronizer.sync.ms,1767551228158000000,1767551288153000000,65
workspaceModel.mutableEntityStorage.to.snapshot.ms,1767551228158000000,1767551288153000000,1
jps.save.global.entities.ms,1767551228158000000,1767551288153000000,3
workspaceModel.moduleManagerBridge.create.module.instance.ms,1767551228158000000,1767551288153000000,0
workspaceModel.mutableEntityStorage.has.same.entities.ms,1767551228158000000,1767551288153000000,0
workspaceModel.global.apply.state.to.project.builder.ms,1767551228158000000,1767551288153000000,1
workspaceModel.moduleManagerBridge.load.module.ms,1767551228158000000,1767551288153000000,0
jps.global.handle.before.change.events.ms,1767551228158000000,1767551288153000000,0
workspaceModel.sync.entities.ms,1767551228158000000,1767551288153000000,0
jps.module.iml.entities.serializer.save.entities.ms,1767551228158000000,1767551288153000000,0
workspaceModel.mutableEntityStorage.add.diff.ms,1767551228158000000,1767551288153000000,2
jps.global.initialize.library.bridges.ms,1767551228158000000,1767551288153000000,1
workspaceModel.moduleManagerBridge.newModule.ms,1767551228158000000,1767551288153000000,0
workspaceModel.global.updates.count,1767551228158000000,1767551288153000000,0
workspaceModel.save.cache.to.file.ms,1767551228158000000,1767551288153000000,52
workspaceModel.moduleManagerBridge.build.module.graph.ms,1767551228158000000,1767551288153000000,4
jps.apply.loaded.storage.ms,1767551228158000000,1767551288153000000,14
workspaceModel.moduleManagerBridge.new.nonPersistent.module.ms,1767551228158000000,1767551288153000000,0
jps.save.changed.project.entities.ms,1767551228158000000,1767551288153000000,1
workspaceModel.mutableEntityStorage.collect.changes.ms,1767551228158000000,1767551288153000000,0
workspaceModel.global.apply.state.to.project.ms,1767551228158000000,1767551288153000000,22
workspaceModel.moduleManagerBridge.get.modules.ms,1767551228158000000,1767551288153000000,0
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1767551228158000000,1767551288153000000,1
workspaceModel.orphan.listener.update.ms,1767551228158000000,1767551288153000000,1
jps.artifact.entities.serializer.save.entities.ms,1767551228158000000,1767551288153000000,0
workspaceModel.mutableEntityStorage.entities.by.source.ms,1767551228158000000,1767551288153000000,0
workspaceModel.moduleManagerBridge.set.unloadedModules.ms,1767551228158000000,1767551288153000000,0
workspaceModel.mutableEntityStorage.resolve.ms,1767551228158000000,1767551288153000000,0
workspaceModel.moduleManagerBridge.load.all.modules.ms,1767551228158000000,1767551288153000000,30
jps.artifact.entities.serializer.load.entities.ms,1767551228158000000,1767551288153000000,0
jps.load.initial.state.ms,1767551228158000000,1767551288153000000,3
jps.facet.change.listener.init.bridge.ms,1767551228158000000,1767551288153000000,0
workspaceModel.mutableEntityStorage.referrers.ms,1767551228158000000,1767551288153000000,0
jps.global.get.library.by.name.ms,1767551228158000000,1767551288153000000,0
jps.app.storage.content.writer.save.component.ms,1767551228158000000,1767551288153000000,0
jps.module.iml.entities.serializer.load.entities.ms,1767551228158000000,1767551288153000000,12
jps.facet.change.listener.before.change.events.ms,1767551228158000000,1767551288153000000,0
workspaceModel.mutableEntityStorage.remove.entity.ms,1767551228158000000,1767551288153000000,0
jps.app.storage.content.reader.load.component.ms,1767551228158000000,1767551288153000000,0
jps.project.serializers.load.ms,1767551228158000000,1767551288153000000,25
workspaceModel.mutableEntityStorage.replace.by.source.ms,1767551228158000000,1767551288153000000,10
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1767551228158000000,1767551288153000000,0
workspaceModel.load.cache.from.file.ms,1767551228158000000,1767551288153000000,75
workspaceModel.mutableEntityStorage.entities.ms,1767551228158000000,1767551288153000000,0
jps.storage.jps.conf.reader.load.component.ms,1767551228158000000,1767551288153000000,3
FilePageCache.totalPageLoadsUs,1767551228158000000,1767551288153000000,0
FilePageCache.maxRegisteredFiles,1767551228158000000,1767551288153000000,617
StorageLockContext.competingThreads.avg,1767551228158000000,1767551288153000000,0.0
StreamlinedBlobStorage.recordsAllocated,1767551228158000000,1767551288153000000,0
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1767551228158000000,1767551288153000000,0
FilePageCache.pageLoadsAboveSizeThreshold,1767551228158000000,1767551288153000000,0
StorageLockContext.competingThreads.90P,1767551228158000000,1767551288153000000,0
DirectByteBufferAllocator.misses,1767551228158000000,1767551288153000000,0
FilePageCache.maxCacheSizeInBytes,1767551228158000000,1767551288153000000,269516800
FilePageCache.pageLoads,1767551228158000000,1767551288153000000,0
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1767551228158000000,1767551288153000000,269516800
FilePageCache.disposedBuffers,1767551228158000000,1767551288153000000,0
FilePageCache.pageFastCacheHits,1767551228158000000,1767551288153000000,0
FilePageCache.totalPageDisposalsUs,1767551228158000000,1767551288153000000,0
StreamlinedBlobStorage.recordsRelocated,1767551228158000000,1767551288153000000,0
StreamlinedBlobStorage.totalLiveRecordsPayloadBytes,1767551228158000000,1767551288153000000,0
FilePageCache.pageHits,1767551228158000000,1767551288153000000,0
StreamlinedBlobStorage.totalLiveRecordsCapacityBytes,1767551228158000000,1767551288153000000,0
DirectByteBufferAllocator.hits,1767551228158000000,1767551288153000000,0
DirectByteBufferAllocator.disposed,1767551228158000000,1767551288153000000,0
StorageLockContext.competingThreads.max,1767551228158000000,1767551288153000000,0
FilePageCache.capacityInBytes,1767551228158000000,1767551288153000000,524288000
FilePageCache.uncachedFileAccess,1767551228158000000,1767551288153000000,0
DirectByteBufferAllocator.reclaimed,1767551228158000000,1767551288153000000,0
StreamlinedBlobStorage.recordsDeleted,1767551228158000000,1767551288153000000,0
JVM.GC.collections,1767551228158000000,1767551288153000000,0
JVM.usedHeapBytes,1767551228158000000,1767551288153000000,243055080
JVM.maxNativeBytes,1767551228158000000,1767551288153000000,-1
JVM.GC.collectionTimesMs,1767551228158000000,1767551288153000000,0
JVM.totalCpuTimeMs,1767551228158000000,1767551288153000000,1332
JVM.maxHeapBytes,1767551228158000000,1767551288153000000,2147483648
JVM.threadCount,1767551228158000000,1767551288153000000,41
OS.loadAverage,1767551228158000000,1767551288153000000,5.04248046875
JVM.usedNativeBytes,1767551228158000000,1767551288153000000,303319416
Indexes.entries.lookupDuration90PMs,1767551228158000000,1767551288153000000,0.0
Indexes.entries.lookupDurationAvgMs,1767551228158000000,1767551288153000000,0.0
IndexesFlusher.totalFlushesRetried,1767551228158000000,1767551288153000000,0
VFSFlusher.totalContentionQuotaSpent,1767551228158000000,1767551288153000000,0
Indexes.allKeys.lookupDuration90PMs,1767551228158000000,1767551288153000000,0.0
Indexes.allKeys.lookupDurationAvgMs,1767551228158000000,1767551288153000000,0.0
VFSFlusher.totalFlushingTimeUs,1767551228158000000,1767551288153000000,0
Indexes.stubs.lookupDurationMaxMs,1767551228158000000,1767551288153000000,0.0
Indexes.entries.lookupDurationMaxMs,1767551228158000000,1767551288153000000,0.0
Indexes.stubs.lookupDuration90PMs,1767551228158000000,1767551288153000000,0.0
IndexesFlusher.totalFlushingTimeUs,1767551228158000000,1767551288153000000,648622
Indexes.stubs.lookupDurationAvgMs,1767551228158000000,1767551288153000000,0.0
Indexes.allKeys.lookups,1767551228158000000,1767551288153000000,0.0
Indexes.entries.lookups,1767551228158000000,1767551288153000000,0.0
Indexes.allKeys.lookupDurationMaxMs,1767551228158000000,1767551288153000000,0.0
Indexes.stubs.lookups,1767551228158000000,1767551288153000000,0.0
VFSFlusher.totalFlushes,1767551228158000000,1767551288153000000,0
IndexesFlusher.totalContentionQuotaSpent,1767551228158000000,1767551288153000000,0
VFSFlusher.totalFlushesRetried,1767551228158000000,1767551288153000000,0
IndexesFlusher.totalFlushes,1767551228158000000,1767551288153000000,58
NonBlockingReadAction.failedExecutionsCount,1767551228158000000,1767551288153000000,0
FlushQueue.waitingTime90PNs,1767551228158000000,1767551288153000000,1114111
AWTEventQueue.dispatchTime90PNs,1767551228158000000,1767551288153000000,622591
AWTEventQueue.dispatchTimeMaxNs,1767551228158000000,1767551288153000000,1974271
AWTEventQueue.dispatchTimeTotalNS,1767551228158000000,1767551288153000000,51499289
FlushQueue.executionTimeMaxNs,1767551228158000000,1767551288153000000,315391
FlushQueue.queueSizeAvg,1767551228158000000,1767551288153000000,0.0
NonBlockingReadAction.finalizedExecutionTimeUs,1767551228158000000,1767551288153000000,0
FlushQueue.queueSize90P,1767551228158000000,1767551288153000000,0
FlushQueue.tasksExecuted,1767551228158000000,1767551288153000000,121
FlushQueue.executionTimeAvgNs,1767551228158000000,1767551288153000000,84422.0826446281
FlushQueue.waitingTimeAvgNs,1767551228158000000,1767551288153000000,628065.3223140496
NonBlockingReadAction.finalizedExecutionsCount,1767551228158000000,1767551288153000000,0
FlushQueue.queueSizeMax,1767551228158000000,1767551288153000000,0
AWTEventQueue.dispatchTimeAvgNs,1767551228158000000,1767551288153000000,387285.6541353383
FlushQueue.executionTime90PNs,1767551228158000000,1767551288153000000,197631
NonBlockingReadAction.failedExecutionTimeUs,1767551228158000000,1767551288153000000,0
AWTEventQueue.eventsDispatched,1767551228158000000,1767551288153000000,133
FlushQueue.waitingTimeMaxNs,1767551228158000000,1767551288153000000,2473983
FileNameCache.queries,1767551228158000000,1767551288153000000,66
FileNameCache.fastMisses,1767551228158000000,1767551288153000000,1
FileNameCache.totalMisses,1767551228158000000,1767551288153000000,0
workspaceModel.initializing.ms,1767551288153000000,1767551324137000000,1
workspaceModel.updates.count,1767551288153000000,1767551324137000000,3
workspaceModel.replace.project.model.ms,1767551288153000000,1767551324137000000,0
workspaceModel.updates.precise.ms,1767551288153000000,1767551324137000000,15
workspaceModel.collect.changes.ms,1767551288153000000,1767551324137000000,0
workspaceModel.loading.total.ms,1767551288153000000,1767551324137000000,81
workspaceModel.update.unloaded.entities.ms,1767551288153000000,1767551324137000000,0
workspaceModel.init.bridges.ms,1767551288153000000,1767551324137000000,1
workspaceModel.check.recursive.update.ms,1767551288153000000,1767551324137000000,1
workspaceModel.pre.handlers.ms,1767551288153000000,1767551324137000000,0
workspaceModel.updates.ms,1767551288153000000,1767551324137000000,38
workspaceModel.loading.from.cache.ms,1767551288153000000,1767551324137000000,76
workspaceModel.to.snapshot.ms,1767551288153000000,1767551324137000000,1
workspaceModel.global.updates.ms,1767551288153000000,1767551324137000000,0
jps.load.project.to.empty.storage.ms,1767551288153000000,1767551324137000000,49
jps.global.get.libraries.ms,1767551288153000000,1767551324137000000,0
workspaceModel.moduleBridgeLoader.loading.modules.ms,1767551288153000000,1767551324137000000,213
jps.library.entities.serializer.load.entities.ms,1767551288153000000,1767551324137000000,0
workspaceModel.moduleBridge.before.changed.ms,1767551288153000000,1767551324137000000,0
workspaceModel.mutableEntityStorage.put.entity.ms,1767551288153000000,1767551324137000000,4
jps.reload.project.entities.ms,1767551288153000000,1767551324137000000,0
workspaceModel.mutableEntityStorage.add.entity.ms,1767551288153000000,1767551324137000000,16
jps.global.handle.changed.events.ms,1767551288153000000,1767551324137000000,0
workspaceModel.moduleBridge.update.option.ms,1767551288153000000,1767551324137000000,0
jps.project.serializers.save.ms,1767551288153000000,1767551324137000000,1
workspaceModel.mutableEntityStorage.modify.entity.ms,1767551288153000000,1767551324137000000,4
jps.global.get.library.ms,1767551288153000000,1767551324137000000,0
workspaceModel.moduleBridge.facet.initialization.ms,1767551288153000000,1767551324137000000,0
jps.facet.change.listener.process.change.events.ms,1767551288153000000,1767551324137000000,0
jps.library.entities.serializer.save.entities.ms,1767551288153000000,1767551324137000000,0
jps.global.initialize.library.bridges.after.loading.ms,1767551288153000000,1767551324137000000,0
workspaceModel.delayed.project.synchronizer.sync.ms,1767551288153000000,1767551324137000000,65
workspaceModel.mutableEntityStorage.to.snapshot.ms,1767551288153000000,1767551324137000000,1
jps.save.global.entities.ms,1767551288153000000,1767551324137000000,3
workspaceModel.moduleManagerBridge.create.module.instance.ms,1767551288153000000,1767551324137000000,0
workspaceModel.mutableEntityStorage.has.same.entities.ms,1767551288153000000,1767551324137000000,0
workspaceModel.global.apply.state.to.project.builder.ms,1767551288153000000,1767551324137000000,1
workspaceModel.moduleManagerBridge.load.module.ms,1767551288153000000,1767551324137000000,0
jps.global.handle.before.change.events.ms,1767551288153000000,1767551324137000000,0
workspaceModel.sync.entities.ms,1767551288153000000,1767551324137000000,0
jps.module.iml.entities.serializer.save.entities.ms,1767551288153000000,1767551324137000000,0
workspaceModel.mutableEntityStorage.add.diff.ms,1767551288153000000,1767551324137000000,2
jps.global.initialize.library.bridges.ms,1767551288153000000,1767551324137000000,1
workspaceModel.moduleManagerBridge.newModule.ms,1767551288153000000,1767551324137000000,0
workspaceModel.global.updates.count,1767551288153000000,1767551324137000000,0
workspaceModel.save.cache.to.file.ms,1767551288153000000,1767551324137000000,52
workspaceModel.moduleManagerBridge.build.module.graph.ms,1767551288153000000,1767551324137000000,4
jps.apply.loaded.storage.ms,1767551288153000000,1767551324137000000,14
workspaceModel.moduleManagerBridge.new.nonPersistent.module.ms,1767551288153000000,1767551324137000000,0
jps.save.changed.project.entities.ms,1767551288153000000,1767551324137000000,1
workspaceModel.mutableEntityStorage.collect.changes.ms,1767551288153000000,1767551324137000000,0
workspaceModel.global.apply.state.to.project.ms,1767551288153000000,1767551324137000000,22
workspaceModel.moduleManagerBridge.get.modules.ms,1767551288153000000,1767551324137000000,0
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1767551288153000000,1767551324137000000,1
workspaceModel.orphan.listener.update.ms,1767551288153000000,1767551324137000000,1
jps.artifact.entities.serializer.save.entities.ms,1767551288153000000,1767551324137000000,0
workspaceModel.mutableEntityStorage.entities.by.source.ms,1767551288153000000,1767551324137000000,0
workspaceModel.moduleManagerBridge.set.unloadedModules.ms,1767551288153000000,1767551324137000000,0
workspaceModel.mutableEntityStorage.resolve.ms,1767551288153000000,1767551324137000000,0
workspaceModel.moduleManagerBridge.load.all.modules.ms,1767551288153000000,1767551324137000000,30
jps.artifact.entities.serializer.load.entities.ms,1767551288153000000,1767551324137000000,0
jps.load.initial.state.ms,1767551288153000000,1767551324137000000,3
jps.facet.change.listener.init.bridge.ms,1767551288153000000,1767551324137000000,0
workspaceModel.mutableEntityStorage.referrers.ms,1767551288153000000,1767551324137000000,0
jps.global.get.library.by.name.ms,1767551288153000000,1767551324137000000,0
jps.app.storage.content.writer.save.component.ms,1767551288153000000,1767551324137000000,0
jps.module.iml.entities.serializer.load.entities.ms,1767551288153000000,1767551324137000000,12
jps.facet.change.listener.before.change.events.ms,1767551288153000000,1767551324137000000,0
workspaceModel.mutableEntityStorage.remove.entity.ms,1767551288153000000,1767551324137000000,0
jps.app.storage.content.reader.load.component.ms,1767551288153000000,1767551324137000000,0
jps.project.serializers.load.ms,1767551288153000000,1767551324137000000,25
workspaceModel.mutableEntityStorage.replace.by.source.ms,1767551288153000000,1767551324137000000,10
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1767551288153000000,1767551324137000000,0
workspaceModel.load.cache.from.file.ms,1767551288153000000,1767551324137000000,75
workspaceModel.mutableEntityStorage.entities.ms,1767551288153000000,1767551324137000000,0
jps.storage.jps.conf.reader.load.component.ms,1767551288153000000,1767551324137000000,3
FilePageCache.totalPageLoadsUs,1767551288153000000,1767551324137000000,0
FilePageCache.maxRegisteredFiles,1767551288153000000,1767551324137000000,617
StorageLockContext.competingThreads.avg,1767551288153000000,1767551324137000000,0.0
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1767551288153000000,1767551324137000000,52461568
FilePageCache.pageLoadsAboveSizeThreshold,1767551288153000000,1767551324137000000,0
StorageLockContext.competingThreads.90P,1767551288153000000,1767551324137000000,0
DirectByteBufferAllocator.misses,1767551288153000000,1767551324137000000,0
FilePageCache.maxCacheSizeInBytes,1767551288153000000,1767551324137000000,269516800
FilePageCache.pageLoads,1767551288153000000,1767551324137000000,0
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1767551288153000000,1767551324137000000,53510144
FilePageCache.disposedBuffers,1767551288153000000,1767551324137000000,251
FilePageCache.pageFastCacheHits,1767551288153000000,1767551324137000000,41
FilePageCache.totalPageDisposalsUs,1767551288153000000,1767551324137000000,0
FilePageCache.pageHits,1767551288153000000,1767551324137000000,0
DirectByteBufferAllocator.hits,1767551288153000000,1767551324137000000,0
DirectByteBufferAllocator.disposed,1767551288153000000,1767551324137000000,206
StorageLockContext.competingThreads.max,1767551288153000000,1767551324137000000,0
FilePageCache.capacityInBytes,1767551288153000000,1767551324137000000,524288000
FilePageCache.uncachedFileAccess,1767551288153000000,1767551324137000000,0
DirectByteBufferAllocator.reclaimed,1767551288153000000,1767551324137000000,45
JVM.GC.collections,1767551288153000000,1767551324137000000,0
JVM.usedHeapBytes,1767551288153000000,1767551324137000000,257735144
JVM.maxNativeBytes,1767551288153000000,1767551324137000000,-1
JVM.GC.collectionTimesMs,1767551288153000000,1767551324137000000,0
JVM.totalCpuTimeMs,1767551288153000000,1767551324137000000,601
JVM.maxHeapBytes,1767551288153000000,1767551324137000000,2147483648
JVM.threadCount,1767551288153000000,1767551324137000000,48
OS.loadAverage,1767551288153000000,1767551324137000000,4.056640625
JVM.usedNativeBytes,1767551288153000000,1767551324137000000,303881128
Indexes.entries.lookupDuration90PMs,1767551288153000000,1767551324137000000,0.0
Indexes.entries.lookupDurationAvgMs,1767551288153000000,1767551324137000000,0.0
Indexes.allKeys.lookupDuration90PMs,1767551288153000000,1767551324137000000,0.0
Indexes.allKeys.lookupDurationAvgMs,1767551288153000000,1767551324137000000,0.0
Indexes.stubs.lookupDurationMaxMs,1767551288153000000,1767551324137000000,0.0
Indexes.entries.lookupDurationMaxMs,1767551288153000000,1767551324137000000,0.0
Indexes.stubs.lookupDuration90PMs,1767551288153000000,1767551324137000000,0.0
Indexes.stubs.lookupDurationAvgMs,1767551288153000000,1767551324137000000,0.0
Indexes.allKeys.lookups,1767551288153000000,1767551324137000000,0.0
Indexes.entries.lookups,1767551288153000000,1767551324137000000,0.0
Indexes.allKeys.lookupDurationMaxMs,1767551288153000000,1767551324137000000,0.0
Indexes.stubs.lookups,1767551288153000000,1767551324137000000,0.0
NonBlockingReadAction.failedExecutionsCount,1767551288153000000,1767551324137000000,0
FlushQueue.waitingTime90PNs,1767551288153000000,1767551324137000000,1359871
AWTEventQueue.dispatchTime90PNs,1767551288153000000,1767551324137000000,761855
AWTEventQueue.dispatchTimeMaxNs,1767551288153000000,1767551324137000000,11534335
AWTEventQueue.dispatchTimeTotalNS,1767551288153000000,1767551324137000000,44961207
FlushQueue.executionTimeMaxNs,1767551288153000000,1767551324137000000,1622015
FlushQueue.queueSizeAvg,1767551288153000000,1767551324137000000,0.0
NonBlockingReadAction.finalizedExecutionTimeUs,1767551288153000000,1767551324137000000,0
FlushQueue.queueSize90P,1767551288153000000,1767551324137000000,0
FlushQueue.tasksExecuted,1767551288153000000,1767551324137000000,72
FlushQueue.executionTimeAvgNs,1767551288153000000,1767551324137000000,112955.55555555556
FlushQueue.waitingTimeAvgNs,1767551288153000000,1767551324137000000,932426.6666666666
NonBlockingReadAction.finalizedExecutionsCount,1767551288153000000,1767551324137000000,0
FlushQueue.queueSizeMax,1767551288153000000,1767551324137000000,0
AWTEventQueue.dispatchTimeAvgNs,1767551288153000000,1767551324137000000,555049.086419753
FlushQueue.executionTime90PNs,1767551288153000000,1767551324137000000,176127
NonBlockingReadAction.failedExecutionTimeUs,1767551288153000000,1767551324137000000,0
AWTEventQueue.eventsDispatched,1767551288153000000,1767551324137000000,81
FlushQueue.waitingTimeMaxNs,1767551288153000000,1767551324137000000,11337727
FileNameCache.queries,1767551288153000000,1767551324137000000,185
FileNameCache.fastMisses,1767551288153000000,1767551324137000000,5
FileNameCache.totalMisses,1767551288153000000,1767551324137000000,0
